EmployeeID,CurrentSkill,ProficiencyLevel,ProjectSkillRequired,Gap,GapBinary
E4434,JAVA,Beginner,SQL,Yes,1
E4435,DATA ANALYSIS,Intermediate,SQL,Yes,1
E4436,SQL,Beginner,SQL,No,0
E4437,ML,Beginner,SQL,Yes,1
E4438,EXCEL,Advanced,PYTHON,No,0
E4439,PYTHON,Advanced,JAVA,No,0
E4440,DATA ANALYSIS,Intermediate,JAVA,No,0
E4441,JAVA,Beginner,JAVA,No,0
E4442,JAVA,Advanced,SQL,No,0
E4443,JAVA,Beginner,JAVA,Yes,1
E4444,ML,Beginner,ML,Yes,1
E4445,SQL,Intermediate,ML,Yes,1
E4446,JAVA,Advanced,PYTHON,No,0
E4447,SQL,Beginner,JAVA,No,0
E4448,ML,Advanced,ML,No,0
E4449,ML,Intermediate,ML,No,0
E4450,EXCEL,Beginner,JAVA,No,0
E4451,SQL,Advanced,ML,No,0
E4452,JAVA,Advanced,SQL,Yes,1
E4453,DATA ANALYSIS,Beginner,SQL,Yes,1
E4454,DATA ANALYSIS,Advanced,JAVA,Yes,1
E4455,JAVA,Intermediate,JAVA,Yes,1
E4456,DATA ANALYSIS,Beginner,ML,No,0
E4457,JAVA,Advanced,SQL,No,0
E4458,ML,Intermediate,ML,Yes,1
E4459,JAVA,Intermediate,PYTHON,No,0
E4460,SQL,Beginner,SQL,No,0
E4461,EXCEL,Intermediate,SQL,No,0
E4462,ML,Beginner,JAVA,Yes,1
E4463,JAVA,Beginner,SQL,No,0
E4464,PYTHON,Beginner,PYTHON,No,0
E4465,JAVA,Beginner,ML,No,0
E4466,PYTHON,Advanced,PYTHON,No,0
E4467,DATA ANALYSIS,Intermediate,JAVA,No,0
E4468,EXCEL,Intermediate,JAVA,No,0
E4469,DATA ANALYSIS,Beginner,PYTHON,No,0
E4470,SQL,Beginner,PYTHON,No,0
E4471,ML,Intermediate,ML,Yes,1
E4472,DATA ANALYSIS,Advanced,ML,Yes,1
E4473,JAVA,Advanced,PYTHON,No,0
E4474,ML,Advanced,JAVA,No,0
E4475,EXCEL,Beginner,PYTHON,Yes,1
E4476,EXCEL,Advanced,SQL,No,0
E4477,DATA ANALYSIS,Advanced,SQL,Yes,1
E4478,ML,Beginner,ML,No,0
E4479,JAVA,Advanced,ML,No,0
E4480,JAVA,Advanced,SQL,Yes,1
E4481,ML,Intermediate,ML,No,0
E4482,SQL,Intermediate,ML,No,0
E4483,ML,Beginner,ML,No,0
E4484,DATA ANALYSIS,Intermediate,ML,Yes,1
E4485,ML,Intermediate,PYTHON,No,0
E4486,PYTHON,Beginner,PYTHON,Yes,1
E4487,SQL,Beginner,ML,Yes,1
E4488,JAVA,Advanced,PYTHON,Yes,1
E4489,EXCEL,Advanced,ML,No,0
E4490,SQL,Advanced,ML,No,0
E4491,ML,Intermediate,PYTHON,Yes,1
E4492,ML,Intermediate,ML,No,0
E4493,PYTHON,Advanced,JAVA,No,0
E4494,JAVA,Intermediate,JAVA,No,0
E4495,SQL,Beginner,JAVA,Yes,1
E4496,DATA ANALYSIS,Advanced,SQL,Yes,1
E4497,DATA ANALYSIS,Advanced,SQL,No,0
E4498,EXCEL,Intermediate,ML,No,0
E4499,PYTHON,Advanced,ML,No,0
E4500,ML,Beginner,JAVA,Yes,1
E4501,DATA ANALYSIS,Intermediate,PYTHON,Yes,1
E4502,ML,Intermediate,SQL,No,0
E4503,ML,Beginner,SQL,No,0
E4504,SQL,Advanced,ML,No,0
E4505,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E4506,DATA ANALYSIS,Intermediate,JAVA,Yes,1
E4507,PYTHON,Advanced,PYTHON,Yes,1
E4508,EXCEL,Beginner,SQL,Yes,1
E4509,DATA ANALYSIS,Advanced,ML,Yes,1
E4510,PYTHON,Beginner,ML,Yes,1
E4511,PYTHON,Intermediate,PYTHON,Yes,1
E4512,DATA ANALYSIS,Intermediate,ML,No,0
E4513,SQL,Beginner,SQL,Yes,1
E4514,SQL,Advanced,SQL,Yes,1
E4515,JAVA,Advanced,JAVA,No,0
E4516,DATA ANALYSIS,Intermediate,ML,Yes,1
E4517,SQL,Advanced,JAVA,Yes,1
E4518,EXCEL,Intermediate,PYTHON,Yes,1
E4519,JAVA,Beginner,ML,No,0
E4520,SQL,Intermediate,SQL,Yes,1
E4521,JAVA,Intermediate,JAVA,Yes,1
E4522,ML,Advanced,SQL,Yes,1
E4523,SQL,Intermediate,SQL,Yes,1
E4524,DATA ANALYSIS,Beginner,PYTHON,No,0
E4525,DATA ANALYSIS,Beginner,PYTHON,Yes,1
E4526,SQL,Intermediate,SQL,No,0
E4527,SQL,Intermediate,SQL,No,0
E4528,ML,Advanced,SQL,Yes,1
E4529,JAVA,Beginner,ML,No,0
E4530,JAVA,Beginner,SQL,No,0
E4531,PYTHON,Beginner,SQL,Yes,1
E4532,PYTHON,Beginner,ML,No,0
E4533,ML,Advanced,ML,No,0
E4534,ML,Intermediate,ML,No,0
E4535,SQL,Intermediate,ML,Yes,1
E4536,EXCEL,Intermediate,ML,No,0
E4537,ML,Advanced,SQL,No,0
E4538,EXCEL,Intermediate,PYTHON,No,0
E4539,SQL,Beginner,ML,No,0
E4540,PYTHON,Advanced,PYTHON,No,0
E4541,EXCEL,Beginner,JAVA,No,0
E4542,PYTHON,Beginner,ML,No,0
E4543,JAVA,Beginner,SQL,Yes,1
E4544,JAVA,Beginner,SQL,No,0
E4545,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E4546,EXCEL,Beginner,PYTHON,No,0
E4547,DATA ANALYSIS,Advanced,ML,No,0
E4548,SQL,Intermediate,SQL,Yes,1
E4549,DATA ANALYSIS,Intermediate,JAVA,Yes,1
E4550,SQL,Beginner,PYTHON,No,0
E4551,PYTHON,Advanced,ML,Yes,1
E4552,DATA ANALYSIS,Intermediate,JAVA,Yes,1
E4553,PYTHON,Beginner,ML,No,0
E4554,DATA ANALYSIS,Beginner,SQL,No,0
E4555,EXCEL,Advanced,JAVA,Yes,1
E4556,ML,Beginner,ML,No,0
E4557,PYTHON,Beginner,PYTHON,No,0
E4558,JAVA,Advanced,JAVA,No,0
E4559,EXCEL,Intermediate,SQL,No,0
E4560,PYTHON,Advanced,ML,Yes,1
E4561,DATA ANALYSIS,Advanced,JAVA,Yes,1
E4562,ML,Beginner,JAVA,Yes,1
E4563,DATA ANALYSIS,Beginner,ML,No,0
E4564,DATA ANALYSIS,Intermediate,PYTHON,No,0
E4565,ML,Intermediate,JAVA,Yes,1
E4566,EXCEL,Beginner,PYTHON,Yes,1
E4567,ML,Intermediate,JAVA,No,0
E4568,PYTHON,Beginner,PYTHON,No,0
E4569,JAVA,Beginner,SQL,No,0
E4570,JAVA,Advanced,ML,No,0
E4571,EXCEL,Advanced,SQL,Yes,1
E4572,PYTHON,Intermediate,ML,No,0
E4573,JAVA,Intermediate,SQL,No,0
E4574,JAVA,Intermediate,SQL,Yes,1
E4575,DATA ANALYSIS,Beginner,JAVA,Yes,1
E4576,ML,Intermediate,JAVA,No,0
E4577,EXCEL,Advanced,JAVA,Yes,1
E4578,JAVA,Intermediate,ML,No,0
E4579,SQL,Beginner,ML,Yes,1
E4580,SQL,Beginner,PYTHON,No,0
E4581,DATA ANALYSIS,Intermediate,JAVA,No,0
E4582,JAVA,Beginner,ML,Yes,1
E4583,EXCEL,Intermediate,PYTHON,No,0
E4584,SQL,Intermediate,ML,No,0
E4585,PYTHON,Intermediate,SQL,No,0
E4586,EXCEL,Beginner,PYTHON,No,0
E4587,DATA ANALYSIS,Intermediate,ML,No,0
E4588,DATA ANALYSIS,Advanced,SQL,Yes,1
E4589,JAVA,Advanced,SQL,Yes,1
E4590,ML,Advanced,SQL,No,0
E4591,ML,Intermediate,JAVA,No,0
E4592,PYTHON,Beginner,JAVA,No,0
E4593,SQL,Intermediate,JAVA,No,0
E4594,SQL,Advanced,JAVA,No,0
E4595,EXCEL,Beginner,JAVA,No,0
E4596,SQL,Advanced,SQL,No,0
E4597,DATA ANALYSIS,Beginner,JAVA,No,0
E4598,EXCEL,Beginner,SQL,No,0
E4599,JAVA,Advanced,PYTHON,Yes,1
E4600,JAVA,Beginner,SQL,No,0
E4601,DATA ANALYSIS,Advanced,ML,No,0
E4602,EXCEL,Beginner,JAVA,Yes,1
E4603,SQL,Advanced,SQL,No,0
E4604,SQL,Advanced,SQL,No,0
E4605,PYTHON,Advanced,SQL,Yes,1
E4606,ML,Advanced,PYTHON,Yes,1
E4607,ML,Intermediate,SQL,No,0
E4608,EXCEL,Beginner,JAVA,No,0
E4609,PYTHON,Advanced,JAVA,No,0
E4610,DATA ANALYSIS,Beginner,ML,Yes,1
E4611,EXCEL,Advanced,JAVA,Yes,1
E4612,ML,Intermediate,JAVA,No,0
E4613,ML,Advanced,PYTHON,Yes,1
E4614,ML,Intermediate,PYTHON,No,0
E4615,EXCEL,Advanced,SQL,No,0
E4616,EXCEL,Beginner,ML,No,0
E4617,SQL,Advanced,JAVA,No,0
E4618,EXCEL,Beginner,PYTHON,Yes,1
E4619,EXCEL,Intermediate,PYTHON,Yes,1
E4620,ML,Beginner,SQL,Yes,1
E4621,DATA ANALYSIS,Advanced,ML,Yes,1
E4622,SQL,Advanced,ML,Yes,1
E4623,PYTHON,Advanced,JAVA,No,0
E4624,DATA ANALYSIS,Advanced,PYTHON,No,0
E4625,SQL,Intermediate,PYTHON,No,0
E4626,PYTHON,Beginner,JAVA,No,0
E4627,EXCEL,Intermediate,PYTHON,Yes,1
E4628,ML,Intermediate,JAVA,Yes,1
E4629,ML,Advanced,JAVA,Yes,1
E4630,PYTHON,Intermediate,PYTHON,No,0
E4631,DATA ANALYSIS,Intermediate,PYTHON,No,0
E4632,EXCEL,Intermediate,ML,No,0
E4633,DATA ANALYSIS,Beginner,PYTHON,Yes,1
E4634,ML,Beginner,PYTHON,No,0
E4635,PYTHON,Intermediate,SQL,No,0
E4636,DATA ANALYSIS,Beginner,ML,Yes,1
E4637,DATA ANALYSIS,Advanced,PYTHON,No,0
E4638,PYTHON,Intermediate,JAVA,No,0
E4639,DATA ANALYSIS,Advanced,ML,Yes,1
E4640,SQL,Beginner,JAVA,Yes,1
E4641,DATA ANALYSIS,Beginner,JAVA,No,0
E4642,DATA ANALYSIS,Beginner,SQL,No,0
E4643,JAVA,Advanced,ML,No,0
E4644,ML,Intermediate,ML,No,0
E4645,JAVA,Advanced,ML,No,0
E4646,EXCEL,Advanced,PYTHON,No,0
E4647,ML,Beginner,SQL,No,0
E4648,EXCEL,Intermediate,ML,No,0
E4649,PYTHON,Advanced,SQL,No,0
E4650,EXCEL,Intermediate,SQL,Yes,1
E4651,ML,Intermediate,PYTHON,Yes,1
E4652,EXCEL,Beginner,PYTHON,No,0
E4653,SQL,Beginner,SQL,No,0
E4654,EXCEL,Intermediate,SQL,No,0
E4655,PYTHON,Advanced,JAVA,No,0
E4656,JAVA,Intermediate,ML,No,0
E4657,SQL,Intermediate,SQL,Yes,1
E4658,EXCEL,Intermediate,JAVA,Yes,1
E4659,EXCEL,Beginner,SQL,Yes,1
E4660,ML,Intermediate,PYTHON,No,0
E4661,JAVA,Beginner,ML,Yes,1
E4662,JAVA,Beginner,PYTHON,No,0
E4663,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E4664,SQL,Advanced,PYTHON,Yes,1
E4665,SQL,Intermediate,SQL,Yes,1
E4666,SQL,Intermediate,PYTHON,No,0
E4667,DATA ANALYSIS,Intermediate,ML,No,0
E4668,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E4669,DATA ANALYSIS,Intermediate,PYTHON,No,0
E4670,PYTHON,Advanced,ML,Yes,1
E4671,DATA ANALYSIS,Advanced,ML,No,0
E4672,SQL,Beginner,JAVA,Yes,1
E4673,SQL,Advanced,PYTHON,No,0
E4674,JAVA,Advanced,JAVA,No,0
E4675,JAVA,Intermediate,PYTHON,No,0
E4676,ML,Beginner,SQL,Yes,1
E4677,JAVA,Beginner,PYTHON,No,0
E4678,DATA ANALYSIS,Beginner,SQL,No,0
E4679,JAVA,Intermediate,PYTHON,Yes,1
E4680,EXCEL,Intermediate,ML,No,0
E4681,SQL,Intermediate,PYTHON,No,0
E4682,PYTHON,Advanced,JAVA,Yes,1
E4683,EXCEL,Advanced,SQL,Yes,1
E4684,SQL,Beginner,ML,Yes,1
E4685,JAVA,Beginner,JAVA,Yes,1
E4686,SQL,Intermediate,SQL,Yes,1
E4687,JAVA,Intermediate,JAVA,Yes,1
E4688,PYTHON,Intermediate,JAVA,No,0
E4689,ML,Advanced,JAVA,No,0
E4690,ML,Beginner,SQL,No,0
E4691,ML,Advanced,SQL,Yes,1
E4692,PYTHON,Advanced,SQL,No,0
E4693,PYTHON,Advanced,ML,No,0
E4694,PYTHON,Beginner,JAVA,Yes,1
E4695,ML,Advanced,PYTHON,No,0
E4696,DATA ANALYSIS,Advanced,JAVA,No,0
E4697,SQL,Beginner,SQL,No,0
E4698,SQL,Advanced,JAVA,No,0
E4699,JAVA,Intermediate,SQL,Yes,1
E4700,ML,Beginner,ML,No,0
E4701,ML,Intermediate,JAVA,Yes,1
E4702,EXCEL,Beginner,JAVA,No,0
E4703,PYTHON,Advanced,SQL,No,0
E4704,EXCEL,Beginner,SQL,Yes,1
E4705,ML,Beginner,PYTHON,No,0
E4706,DATA ANALYSIS,Beginner,ML,No,0
E4707,DATA ANALYSIS,Intermediate,SQL,No,0
E4708,DATA ANALYSIS,Advanced,PYTHON,Yes,1
E4709,SQL,Advanced,PYTHON,No,0
E4710,ML,Intermediate,SQL,No,0
E4711,ML,Advanced,ML,Yes,1
E4712,DATA ANALYSIS,Intermediate,JAVA,No,0
E4713,JAVA,Intermediate,PYTHON,No,0
E4714,EXCEL,Beginner,JAVA,No,0
E4715,SQL,Intermediate,JAVA,No,0
E4716,PYTHON,Beginner,SQL,No,0
E4717,DATA ANALYSIS,Advanced,JAVA,Yes,1
E4718,DATA ANALYSIS,Advanced,ML,No,0
E4719,JAVA,Beginner,SQL,Yes,1
E4720,PYTHON,Advanced,SQL,Yes,1
E4721,DATA ANALYSIS,Advanced,ML,Yes,1
E4722,JAVA,Advanced,JAVA,No,0
E4723,ML,Advanced,ML,No,0
E4724,SQL,Beginner,ML,No,0
E4725,JAVA,Beginner,ML,No,0
E4726,DATA ANALYSIS,Intermediate,SQL,No,0
E4727,PYTHON,Advanced,ML,Yes,1
E4728,DATA ANALYSIS,Advanced,SQL,No,0
E4729,SQL,Intermediate,JAVA,No,0
E4730,ML,Advanced,ML,No,0
E4731,PYTHON,Advanced,ML,Yes,1
E4732,PYTHON,Advanced,PYTHON,No,0
E4733,PYTHON,Advanced,JAVA,Yes,1
E4734,SQL,Intermediate,JAVA,Yes,1
E4735,JAVA,Advanced,SQL,No,0
E4736,DATA ANALYSIS,Advanced,PYTHON,No,0
E4737,EXCEL,Intermediate,ML,Yes,1
E4738,JAVA,Beginner,ML,No,0
E4739,DATA ANALYSIS,Advanced,JAVA,No,0
E4740,SQL,Intermediate,PYTHON,No,0
E4741,DATA ANALYSIS,Beginner,JAVA,Yes,1
E4742,JAVA,Advanced,SQL,No,0
E4743,DATA ANALYSIS,Advanced,JAVA,No,0
E4744,ML,Intermediate,ML,Yes,1
E4745,EXCEL,Beginner,ML,Yes,1
E4746,SQL,Advanced,JAVA,No,0
E4747,SQL,Intermediate,PYTHON,No,0
E4748,DATA ANALYSIS,Intermediate,PYTHON,Yes,1
E4749,EXCEL,Beginner,PYTHON,Yes,1
E4750,ML,Intermediate,SQL,No,0
E4751,JAVA,Intermediate,PYTHON,No,0
E4752,EXCEL,Advanced,PYTHON,No,0
E4753,SQL,Beginner,SQL,No,0
E4754,JAVA,Intermediate,JAVA,Yes,1
E4755,PYTHON,Advanced,ML,No,0
E4756,PYTHON,Beginner,SQL,No,0
E4757,SQL,Intermediate,PYTHON,No,0
E4758,PYTHON,Intermediate,JAVA,No,0
E4759,EXCEL,Intermediate,JAVA,No,0
E4760,ML,Advanced,PYTHON,Yes,1
E4761,DATA ANALYSIS,Advanced,SQL,No,0
E4762,SQL,Advanced,JAVA,Yes,1
E4763,ML,Advanced,SQL,No,0
E4764,PYTHON,Advanced,ML,No,0
E4765,JAVA,Advanced,PYTHON,Yes,1
E4766,DATA ANALYSIS,Intermediate,JAVA,Yes,1
E4767,DATA ANALYSIS,Intermediate,PYTHON,No,0
E4768,SQL,Beginner,PYTHON,No,0
E4769,DATA ANALYSIS,Intermediate,SQL,No,0
E4770,DATA ANALYSIS,Beginner,ML,No,0
E4771,DATA ANALYSIS,Beginner,JAVA,No,0
E4772,PYTHON,Intermediate,JAVA,No,0
E4773,DATA ANALYSIS,Beginner,ML,No,0
E4774,ML,Beginner,SQL,No,0
E4775,JAVA,Beginner,SQL,No,0
E4776,ML,Intermediate,ML,Yes,1
E4777,JAVA,Advanced,PYTHON,No,0
E4778,PYTHON,Advanced,PYTHON,No,0
E4779,ML,Advanced,JAVA,Yes,1
E4780,PYTHON,Advanced,PYTHON,No,0
E4781,SQL,Beginner,SQL,Yes,1
E4782,DATA ANALYSIS,Advanced,ML,Yes,1
E4783,JAVA,Beginner,SQL,Yes,1
E4784,PYTHON,Advanced,JAVA,Yes,1
E4785,ML,Advanced,JAVA,No,0
E4786,JAVA,Beginner,SQL,No,0
E4787,PYTHON,Beginner,PYTHON,Yes,1
E4788,PYTHON,Advanced,PYTHON,Yes,1
E4789,PYTHON,Advanced,JAVA,No,0
E4790,JAVA,Advanced,JAVA,No,0
E4791,ML,Beginner,ML,Yes,1
E4792,SQL,Beginner,PYTHON,No,0
E4793,PYTHON,Beginner,PYTHON,No,0
E4794,JAVA,Beginner,PYTHON,No,0
E4795,SQL,Advanced,SQL,Yes,1
E4796,EXCEL,Beginner,ML,No,0
E4797,ML,Beginner,ML,No,0
E4798,EXCEL,Beginner,ML,No,0
E4799,ML,Intermediate,ML,No,0
E4800,ML,Intermediate,JAVA,Yes,1
E4801,JAVA,Advanced,PYTHON,No,0
E4802,SQL,Advanced,SQL,No,0
E4803,SQL,Advanced,JAVA,Yes,1
E4804,SQL,Advanced,JAVA,No,0
E4805,PYTHON,Advanced,SQL,Yes,1
E4806,EXCEL,Intermediate,PYTHON,No,0
E4807,EXCEL,Intermediate,PYTHON,Yes,1
E4808,SQL,Advanced,SQL,Yes,1
E4809,SQL,Intermediate,PYTHON,No,0
E4810,PYTHON,Advanced,JAVA,No,0
E4811,ML,Beginner,PYTHON,Yes,1
E4812,PYTHON,Advanced,SQL,No,0
E4813,DATA ANALYSIS,Advanced,SQL,No,0
E4814,ML,Beginner,PYTHON,No,0
E4815,DATA ANALYSIS,Beginner,SQL,No,0
E4816,PYTHON,Beginner,PYTHON,No,0
E4817,DATA ANALYSIS,Advanced,ML,No,0
E4818,EXCEL,Advanced,JAVA,No,0
E4819,PYTHON,Beginner,PYTHON,Yes,1
E4820,SQL,Advanced,JAVA,No,0
E4821,EXCEL,Intermediate,PYTHON,Yes,1
E4822,DATA ANALYSIS,Intermediate,PYTHON,No,0
E4823,DATA ANALYSIS,Advanced,SQL,Yes,1
E4824,SQL,Intermediate,PYTHON,No,0
E4825,EXCEL,Beginner,ML,No,0
E4826,SQL,Intermediate,PYTHON,No,0
E4827,SQL,Advanced,JAVA,No,0
E4828,PYTHON,Advanced,PYTHON,Yes,1
E4829,SQL,Advanced,ML,No,0
E4830,ML,Beginner,ML,No,0
E4831,SQL,Advanced,SQL,No,0
E4832,ML,Advanced,SQL,Yes,1
E4833,PYTHON,Beginner,PYTHON,No,0
E4834,ML,Advanced,ML,Yes,1
E4835,SQL,Intermediate,PYTHON,No,0
E4836,JAVA,Beginner,PYTHON,No,0
E4837,PYTHON,Beginner,PYTHON,No,0
E4838,JAVA,Intermediate,ML,No,0
E4839,PYTHON,Advanced,SQL,No,0
E4840,DATA ANALYSIS,Intermediate,SQL,No,0
E4841,SQL,Advanced,SQL,No,0
E4842,PYTHON,Advanced,SQL,Yes,1
E4843,EXCEL,Intermediate,ML,No,0
E4844,JAVA,Beginner,SQL,No,0
E4845,ML,Beginner,SQL,No,0
E4846,SQL,Intermediate,SQL,No,0
E4847,DATA ANALYSIS,Advanced,SQL,Yes,1
E4848,JAVA,Advanced,ML,No,0
E4849,DATA ANALYSIS,Beginner,JAVA,Yes,1
E4850,ML,Beginner,PYTHON,No,0
E4851,PYTHON,Advanced,SQL,Yes,1
E4852,JAVA,Intermediate,SQL,Yes,1
E4853,DATA ANALYSIS,Beginner,SQL,No,0
E4854,DATA ANALYSIS,Beginner,SQL,No,0
E4855,DATA ANALYSIS,Advanced,JAVA,No,0
E4856,ML,Beginner,SQL,No,0
E4857,SQL,Beginner,JAVA,No,0
E4858,EXCEL,Advanced,ML,No,0
E4859,SQL,Beginner,SQL,No,0
E4860,ML,Intermediate,JAVA,No,0
E4861,DATA ANALYSIS,Beginner,SQL,No,0
E4862,DATA ANALYSIS,Advanced,JAVA,No,0
E4863,SQL,Beginner,SQL,No,0
E4864,SQL,Advanced,SQL,Yes,1
E4865,DATA ANALYSIS,Beginner,PYTHON,No,0
E4866,EXCEL,Advanced,SQL,Yes,1
E4867,DATA ANALYSIS,Intermediate,SQL,Yes,1
E4868,PYTHON,Advanced,ML,No,0
E4869,PYTHON,Advanced,SQL,No,0
E4870,JAVA,Intermediate,JAVA,Yes,1
E4871,SQL,Intermediate,SQL,Yes,1
E4872,SQL,Beginner,ML,Yes,1
E4873,JAVA,Beginner,PYTHON,No,0
E4874,EXCEL,Intermediate,SQL,No,0
E4875,PYTHON,Advanced,PYTHON,No,0
E4876,SQL,Advanced,JAVA,Yes,1
E4877,ML,Advanced,JAVA,No,0
E4878,DATA ANALYSIS,Advanced,SQL,No,0
E4879,EXCEL,Advanced,ML,Yes,1
E4880,JAVA,Beginner,SQL,No,0
E4881,JAVA,Intermediate,SQL,Yes,1
E4882,ML,Advanced,PYTHON,Yes,1
E4883,JAVA,Intermediate,SQL,Yes,1
E4884,ML,Intermediate,PYTHON,No,0
E4885,SQL,Intermediate,SQL,Yes,1
E4886,PYTHON,Intermediate,PYTHON,Yes,1
E4887,ML,Beginner,SQL,Yes,1
E4888,JAVA,Advanced,PYTHON,Yes,1
E4889,SQL,Advanced,PYTHON,No,0
E4890,PYTHON,Advanced,ML,Yes,1
E4891,PYTHON,Beginner,ML,Yes,1
E4892,SQL,Beginner,ML,No,0
E4893,EXCEL,Intermediate,PYTHON,Yes,1
E4894,ML,Advanced,JAVA,Yes,1
E4895,ML,Advanced,SQL,No,0
E4896,SQL,Intermediate,ML,No,0
E4897,PYTHON,Advanced,JAVA,Yes,1
E4898,EXCEL,Beginner,JAVA,No,0
E4899,DATA ANALYSIS,Advanced,PYTHON,No,0
E4900,EXCEL,Intermediate,SQL,No,0
E4901,EXCEL,Intermediate,PYTHON,No,0
E4902,EXCEL,Intermediate,SQL,No,0
E4903,DATA ANALYSIS,Intermediate,ML,No,0
E4904,DATA ANALYSIS,Intermediate,PYTHON,Yes,1
E4905,PYTHON,Advanced,JAVA,No,0
E4906,SQL,Beginner,PYTHON,No,0
E4907,EXCEL,Advanced,SQL,Yes,1
E4908,PYTHON,Advanced,JAVA,Yes,1
E4909,ML,Intermediate,JAVA,No,0
E4910,DATA ANALYSIS,Beginner,ML,No,0
E4911,EXCEL,Advanced,PYTHON,No,0
E4912,JAVA,Intermediate,SQL,No,0
E4913,JAVA,Beginner,ML,No,0
E4914,PYTHON,Beginner,PYTHON,No,0
E4915,ML,Advanced,ML,Yes,1
E4916,ML,Beginner,PYTHON,Yes,1
E4917,ML,Advanced,SQL,No,0
E4918,SQL,Advanced,JAVA,No,0
E4919,PYTHON,Intermediate,SQL,No,0
E4920,EXCEL,Intermediate,PYTHON,Yes,1
E4921,EXCEL,Beginner,SQL,Yes,1
E4922,EXCEL,Advanced,PYTHON,No,0
E4923,DATA ANALYSIS,Beginner,JAVA,No,0
E4924,PYTHON,Intermediate,PYTHON,Yes,1
E4925,PYTHON,Beginner,SQL,No,0
E4926,DATA ANALYSIS,Beginner,SQL,Yes,1
E4927,PYTHON,Intermediate,JAVA,No,0
E4928,EXCEL,Intermediate,PYTHON,No,0
E4929,EXCEL,Beginner,ML,No,0
E4930,PYTHON,Advanced,ML,No,0
E4931,DATA ANALYSIS,Advanced,PYTHON,No,0
E4932,DATA ANALYSIS,Beginner,PYTHON,Yes,1
E4933,EXCEL,Beginner,ML,No,0
E4934,JAVA,Intermediate,SQL,No,0
E4935,ML,Advanced,PYTHON,Yes,1
E4936,SQL,Advanced,PYTHON,Yes,1
E4937,ML,Beginner,PYTHON,Yes,1
E4938,PYTHON,Intermediate,JAVA,Yes,1
E4939,DATA ANALYSIS,Advanced,PYTHON,No,0
E4940,EXCEL,Intermediate,JAVA,No,0
E4941,PYTHON,Intermediate,ML,No,0
E4942,DATA ANALYSIS,Beginner,PYTHON,No,0
E4943,EXCEL,Beginner,SQL,No,0
E4944,JAVA,Advanced,ML,Yes,1
E4945,SQL,Intermediate,JAVA,No,0
E4946,ML,Advanced,JAVA,No,0
E4947,ML,Beginner,PYTHON,No,0
E4948,JAVA,Intermediate,JAVA,Yes,1
E4949,ML,Advanced,SQL,No,0
E4950,JAVA,Intermediate,ML,Yes,1
E4951,DATA ANALYSIS,Advanced,JAVA,Yes,1
E4952,ML,Advanced,PYTHON,No,0
E4953,EXCEL,Intermediate,SQL,No,0
E4954,ML,Intermediate,SQL,No,0
E4955,EXCEL,Intermediate,JAVA,Yes,1
E4956,PYTHON,Beginner,SQL,No,0
E4957,JAVA,Advanced,PYTHON,No,0
E4958,PYTHON,Advanced,JAVA,Yes,1
E4959,EXCEL,Intermediate,ML,No,0
E4960,DATA ANALYSIS,Beginner,PYTHON,No,0
E4961,PYTHON,Beginner,ML,Yes,1
E4962,ML,Advanced,SQL,No,0
E4963,EXCEL,Advanced,ML,No,0
E4964,EXCEL,Advanced,SQL,No,0
E4965,EXCEL,Advanced,SQL,No,0
E4966,SQL,Advanced,JAVA,Yes,1
E4967,PYTHON,Beginner,ML,No,0
E4968,EXCEL,Advanced,SQL,No,0
E4969,DATA ANALYSIS,Intermediate,ML,No,0
E4970,PYTHON,Intermediate,ML,No,0
E4971,SQL,Advanced,JAVA,No,0
E4972,EXCEL,Intermediate,ML,Yes,1
E4973,PYTHON,Advanced,SQL,No,0
E4974,EXCEL,Beginner,SQL,Yes,1
E4975,DATA ANALYSIS,Beginner,PYTHON,Yes,1
E4976,DATA ANALYSIS,Advanced,PYTHON,No,0
E4977,SQL,Beginner,ML,No,0
E4978,SQL,Beginner,JAVA,Yes,1
E4979,ML,Beginner,ML,No,0
E4980,EXCEL,Advanced,SQL,Yes,1
E4981,SQL,Beginner,JAVA,No,0
E4982,SQL,Advanced,SQL,No,0
E4983,PYTHON,Advanced,JAVA,Yes,1
E4984,DATA ANALYSIS,Advanced,ML,No,0
E4985,JAVA,Advanced,PYTHON,No,0
E4986,EXCEL,Advanced,JAVA,No,0
E4987,DATA ANALYSIS,Advanced,JAVA,No,0
E4988,PYTHON,Advanced,SQL,No,0
E4989,ML,Advanced,JAVA,No,0
E4990,JAVA,Beginner,ML,Yes,1
E4991,ML,Advanced,ML,Yes,1
E4992,EXCEL,Beginner,PYTHON,No,0
E4993,PYTHON,Advanced,ML,No,0
E4994,PYTHON,Advanced,JAVA,Yes,1
E4995,JAVA,Advanced,ML,Yes,1
E4996,JAVA,Beginner,ML,No,0
E4997,ML,Advanced,JAVA,Yes,1
E4998,EXCEL,Intermediate,JAVA,Yes,1
E4999,DATA ANALYSIS,Advanced,JAVA,Yes,1
E5000,SQL,Intermediate,SQL,No,0
E5001,DATA ANALYSIS,Intermediate,JAVA,No,0
E5002,EXCEL,Beginner,JAVA,No,0
